Temps,T1,T2,T3,T4,T5,Pression,Force,Temps_Magna_Power,Voltage_Magna_Power,Courant_Magna_Power
63.0000000000004,146.15,140.14,132.33,137.24,18.35,82.73,335.52,66,50.3,2.29
63.2000000000004,146.28,140.3,132.59,137.36,18.35,82.74,335.14,66,50.2,2.29
63.4000000000004,146.37,140.39,132.86,137.43,18.33,82.66,335.33,66,50.2,2.29
63.6000000000004,146.61,140.59,133.12,137.58,18.36,82.62,335.47,66,50.4,2.31
63.8000000000004,146.84,140.62,133.18,137.61,18.35,82.64,334.94,67,50.4,2.29
64.0000000000004,147.05,140.75,133.24,137.82,18.33,82.7,334.79,67,50.4,2.29
64.2000000000004,147.21,141,133.34,138.05,18.34,82.73,334.59,67,50.4,2.29
64.4000000000004,147.32,141.19,133.51,138.22,18.36,82.69,334.34,67,50.4,2.29
64.6000000000004,147.5,141.36,133.8,138.35,18.39,82.63,334.19,67,50.4,2.29
64.8000000000004,147.72,141.39,134.01,138.39,18.37,82.61,334.55,68,50.4,2.29
65.0000000000004,147.93,141.47,134.15,138.48,18.34,82.69,334.5,68,50.3,2.29
65.2000000000004,148.13,141.6,134.21,138.59,18.35,82.72,334.6,68,50.3,2.29
65.4000000000004,148.23,141.81,134.42,138.79,18.34,82.73,334.25,68,50.3,2.29
65.6000000000004,148.42,142.06,134.7,139.03,18.42,82.65,333.75,68,50.3,2.31
65.8000000000004,148.66,142.26,134.96,139.26,18.44,82.62,334.11,69,50.3,2.31
66.0000000000004,148.79,142.32,135.07,139.3,18.39,82.61,334.33,69,50.2,2.29
66.2000000000004,148.98,142.36,135.14,139.38,18.37,82.6,334.47,69,50.2,2.29
66.4000000000004,149.13,142.45,135.2,139.44,18.36,82.68,334.81,69,50.1,2.29
66.6000000000004,149.34,142.67,135.51,139.64,18.36,82.66,334.57,69,50.1,2.29
66.8000000000004,149.43,142.85,135.72,139.82,18.34,82.65,334.46,70,50.3,2.31
67.0000000000004,149.69,143.05,135.9,140.01,18.34,82.71,334.76,70,50.3,2.29
67.2000000000004,149.93,143.19,136.03,140.18,18.34,82.73,334.67,70,50.1,2.29
67.4000000000004,150.08,143.26,136.1,140.25,18.35,82.68,334.68,70,50.2,2.31
67.6000000000004,150.24,143.37,136.21,140.34,18.39,82.65,334.99,70,50.2,2.31
67.8000000000004,150.33,143.47,136.35,140.4,18.36,82.71,334.92,70,50.2,2.31
68.0000000000004,150.53,143.62,136.59,140.53,18.34,82.72,334.8,71,50.2,2.31
68.2000000000004,150.81,143.82,136.82,140.66,18.34,82.73,334.79,71,50,2.31
68.4000000000004,151.02,144,136.96,140.89,18.33,82.74,334.57,71,50,2.31
68.6000000000004,151.18,144.17,137.1,141.06,18.39,82.74,334,72,50.1,2.31
68.8000000000004,151.27,144.23,137.16,141.18,18.35,82.67,333.8,72,50.3,2.31
69.0000000000004,151.45,144.28,137.34,141.25,18.35,82.63,333.5,72,50.3,2.31
69.2000000000004,151.68,144.33,137.57,141.3,18.32,82.61,333.25,72,50.2,2.29
69.4000000000005,151.91,144.51,137.81,141.37,18.35,82.61,333.07,72,50.2,2.29
69.6000000000005,152.12,144.79,137.98,141.56,18.39,82.66,332.7,73,50.3,2.29
69.8000000000005,152.18,144.99,138.03,141.76,18.35,82.68,332.87,73,50.3,2.31
70.0000000000005,152.28,145.11,138.1,141.9,18.34,82.63,332.84,73,50.3,2.31
70.2000000000005,152.55,145.17,138.28,142.08,18.34,82.69,332.96,73,50.2,2.29
70.4000000000005,152.81,145.24,138.55,142.18,18.32,82.67,333.04,73,50.2,2.29
70.6000000000005,153.04,145.41,138.78,142.29,18.38,82.65,333.09,73,50.3,2.31
70.8000000000005,153.1,145.45,138.89,142.35,18.35,82.71,332.86,74,50.3,2.31
71.0000000000005,153.2,145.65,138.95,142.43,18.35,82.66,332.9,74,50.3,2.31
71.2000000000005,153.4,145.87,139.04,142.61,18.34,82.62,332.08,74,50.3,2.29
71.4000000000005,153.6,146.02,139.16,142.79,18.35,82.63,331.4,74,50.2,2.29
71.6000000000005,153.85,146.15,139.43,143,18.4,82.7,331.26,74,50.2,2.29
71.8000000000005,153.96,146.21,139.62,143.12,18.37,82.73,331.34,75,50.6,2.29
72.0000000000005,154.05,146.26,139.79,143.18,18.36,82.71,331.16,75,50.4,2.29
72.2000000000005,154.23,146.42,139.88,143.23,18.38,82.65,331.16,75,50.4,2.29
72.4000000000005,154.4,146.59,139.97,143.31,18.36,82.63,330.91,75,50.3,2.29
72.6000000000005,154.65,146.8,140.13,143.48,18.4,82.68,331.32,75,50.3,2.31
72.8000000000005,154.82,146.98,140.34,143.66,18.39,82.72,331.3,76,50.3,2.31
73.0000000000005,154.93,147.04,140.51,143.79,18.36,82.74,331.13,76,50.3,2.31
73.2000000000005,155.03,147.1,140.74,143.98,18.34,82.74,330.97,76,50.1,2.31
73.4000000000005,155.18,147.15,140.86,144.09,18.32,82.71,331.28,76,50.1,2.29
73.6000000000005,155.42,147.27,140.95,144.17,18.36,82.68,331.13,76,50.1,2.29
73.8000000000005,155.63,147.38,140.98,144.2,18.34,82.72,331.03,76,50.2,2.31
74.0000000000005,155.81,147.57,141.14,144.28,18.34,82.68,330.85,77,50.2,2.31
74.2000000000005,155.91,147.79,141.4,144.39,18.35,82.68,330.86,77,50.1,2.31
74.4000000000005,156.01,147.94,141.6,144.54,18.35,82.72,330.98,77,50.1,2.31
74.6000000000005,156.17,148.07,141.75,144.74,18.4,82.68,331.1,78,50.1,2.31
74.8000000000005,156.36,148.1,141.82,144.87,18.35,82.71,330.87,78,50.2,2.31
75.0000000000005,156.58,148.15,141.92,145.01,18.36,82.72,331.1,78,50.2,2.31
75.2000000000005,156.75,148.24,141.98,145.08,18.34,82.74,330.95,78,50.1,2.31
75.4000000000005,156.9,148.43,142.13,145.14,18.34,82.68,330.88,78,50.1,2.31
75.6000000000005,157.02,148.63,142.42,145.3,18.37,82.7,331.13,79,50,2.31
75.8000000000005,157.15,148.8,142.59,145.41,18.41,82.71,330.84,79,50,2.31
76.0000000000005,157.33,148.9,142.72,145.55,18.38,82.66,330.46,79,50.1,2.31
76.2000000000005,157.57,148.98,142.78,145.7,18.37,82.65,330.44,79,50,2.31
76.4000000000006,157.73,149.08,142.83,145.87,18.37,82.68,329.99,79,50,2.31
76.6000000000006,157.85,149.21,143.01,145.98,18.38,82.71,329.99,79,50,2.29
76.8000000000006,157.92,149.32,143.18,146.06,18.37,82.66,329.59,80,50,2.31
77.0000000000006,158.07,149.46,143.41,146.1,18.34,82.65,329.8,80,50.2,2.31
77.2000000000006,158.23,149.61,143.57,146.16,18.35,82.64,329.86,80,50.2,2.31
77.4000000000006,158.44,149.75,143.7,146.29,18.36,82.64,329.57,80,49.9,2.31
77.6000000000006,158.66,149.93,143.8,146.51,18.4,82.63,329.65,80,50.1,2.31
77.8000000000006,158.76,149.99,143.82,146.67,18.36,82.69,329.08,81,50.1,2.31
78.0000000000006,158.8,150.05,143.88,146.81,18.35,82.69,328.98,81,50,2.31
78.2000000000006,158.87,150.11,144.08,146.93,18.33,82.67,328.55,81,50,2.31
78.4000000000006,159.02,150.23,144.24,147.01,18.35,82.71,328.78,81,50,2.31
78.6000000000006,159.19,150.4,144.49,147.09,18.39,82.74,329.29,81,50,2.29
78.8000000000006,159.44,150.57,144.6,147.12,18.37,82.73,328.84,82,50.1,2.29
79.0000000000006,159.61,150.71,144.67,147.19,18.35,82.68,328.71,82,50,2.31
79.2000000000006,159.71,150.86,144.74,147.38,18.36,82.71,328.06,82,50,2.31
79.4000000000006,159.76,150.93,144.86,147.6,18.34,82.72,327.64,82,50,2.29
79.6000000000006,159.87,151.03,145.03,147.72,18.36,82.71,326.83,83,50,2.29
79.8000000000006,159.97,151.05,145.23,147.85,18.34,82.73,326.95,83,50.3,2.29
80.0000000000006,160.13,151.14,145.38,147.93,18.35,82.75,327.28,83,50.3,2.29
80.2000000000006,160.36,151.25,145.54,147.97,18.34,82.75,327.07,83,50.2,2.29
80.4000000000006,160.55,151.41,145.64,148.02,18.35,82.73,327.03,83,50,2.29
80.6000000000006,160.7,151.62,145.74,148.1,18.39,82.73,327.11,84,50,2.29
80.8000000000006,160.73,151.74,145.78,148.21,18.36,82.73,327.07,84,50.1,2.31
81.0000000000006,160.82,151.85,145.96,148.28,18.36,82.74,327.37,84,50.1,2.31
81.2000000000006,160.92,151.9,146.17,148.38,18.36,82.73,326.87,84,50.1,2.31
81.4000000000006,161.11,151.98,146.38,148.62,18.37,82.75,326.99,84,50.1,2.31
81.6000000000006,161.33,152.12,146.55,148.81,18.39,82.76,326.74,85,50.1,2.31
81.8000000000006,161.43,152.18,146.61,148.84,18.38,82.76,326.6,85,50.1,2.31
82.0000000000006,161.6,152.34,146.66,148.91,18.36,82.77,326.67,85,50.1,2.31
82.2000000000006,161.67,152.54,146.72,148.94,18.35,82.77,326.47,85,50.1,2.31
82.4000000000006,161.7,152.7,146.92,148.99,18.34,82.76,326.82,85,50.1,2.31
82.6000000000006,161.88,152.84,147.16,149.13,18.37,82.75,327.07,86,50,2.31
82.8000000000006,162.01,152.89,147.38,149.24,18.37,82.76,326.91,86,50,2.31
83.0000000000006,162.28,152.92,147.5,149.38,18.35,82.76,326.75,86,50.1,2.31
83.2000000000006,162.39,153,147.57,149.48,18.34,82.77,326.61,86,50.1,2.31
83.4000000000006,162.54,153.21,147.63,149.65,18.35,82.77,326.66,86,50.1,2.31
83.6000000000007,162.63,153.31,147.73,149.75,18.37,82.75,326.6,86,50,2.31
83.8000000000007,162.68,153.54,147.82,149.84,18.35,82.76,326.47,87,50,2.31
84.0000000000007,162.79,153.66,147.97,149.89,18.35,82.76,325.69,87,50.1,2.31
84.2000000000007,162.98,153.76,148.22,149.93,18.36,82.75,325.07,87,50.1,2.31
84.4000000000007,163.16,153.81,148.37,149.94,18.35,82.74,324.25,87,50,2.31
84.6000000000007,163.36,153.89,148.5,150.02,18.35,82.74,324.85,87,50.1,2.29
84.8000000000007,163.49,153.95,148.55,150.06,18.35,82.74,324.7,88,50.1,2.29
85.0000000000007,163.57,153.99,148.61,150.18,18.34,82.76,324.67,88,50.1,2.31
85.2000000000007,163.63,154.17,148.62,150.36,18.34,82.76,324.6,88,50.1,2.31
85.4000000000007,163.68,154.37,148.83,150.47,18.35,82.77,324.43,88,50,2.31
85.6000000000007,163.85,154.56,149.01,150.68,18.4,82.77,324.13,89,50,2.31
85.8000000000007,163.98,154.7,149.24,150.79,18.38,82.75,324.59,89,49.9,2.31
86.0000000000007,164.21,154.77,149.35,150.82,18.36,82.75,324.78,89,49.9,2.31
86.2000000000007,164.35,154.8,149.46,150.88,18.36,82.75,324.53,89,50,2.31
86.4000000000007,164.49,154.88,149.53,150.92,18.33,82.76,324.31,89,49.9,2.31
86.6000000000007,164.59,155.07,149.6,150.98,18.34,82.76,324.5,90,49.9,2.31
86.8000000000007,164.65,155.24,149.7,151.03,18.34,82.77,323.29,90,49.9,2.31
87.0000000000007,164.73,155.44,149.8,151.1,18.36,82.77,322.31,90,49.9,2.31
87.2000000000007,164.85,155.58,150.05,151.26,18.37,82.77,322.27,90,50.2,2.31
87.4000000000007,165.05,155.66,150.24,151.44,18.36,82.77,321.85,90,50.2,2.29
87.6000000000007,165.26,155.75,150.38,151.56,18.39,82.76,321.98,91,50,2.29
87.8000000000007,165.4,155.82,150.45,151.72,18.36,82.75,322.21,91,50.1,2.29
88.0000000000007,165.5,155.84,150.5,151.79,18.34,82.76,322.45,91,50.1,2.29
88.2000000000007,165.56,155.97,150.53,151.82,18.33,82.76,322.48,91,50.1,2.31
88.4000000000007,165.69,156.12,150.7,151.91,18.37,82.74,322.28,91,50.1,2.29
88.6000000000007,165.82,156.24,150.77,151.93,18.36,82.75,322.15,92,50,2.29
88.8000000000007,165.94,156.42,150.99,151.98,18.34,82.76,322.23,92,50,2.31
89.0000000000007,166.14,156.6,151.2,152.05,18.35,82.76,322.27,92,49.9,2.31
89.2000000000007,166.32,156.65,151.33,152.21,18.33,82.77,322.56,92,50,2.31
89.4000000000007,166.46,156.78,151.47,152.34,18.37,82.77,322.16,92,50,2.31
89.6000000000007,166.49,156.77,151.47,152.49,18.37,82.77,322.17,92,49.9,2.31
89.8000000000007,166.54,156.83,151.53,152.62,18.37,82.75,322.47,93,49.9,2.31
90.0000000000007,166.68,156.95,151.6,152.7,18.37,82.74,322.29,93,50,2.31
90.2000000000007,166.8,157.08,151.75,152.76,18.34,82.74,321.81,93,50,2.31
90.4000000000007,167.03,157.28,152.02,152.86,18.39,82.75,321.54,93,49.9,2.31
90.6000000000008,167.19,157.38,152.13,152.85,18.37,82.75,321.34,93,50,2.29
90.8000000000008,167.32,157.52,152.26,152.91,18.35,82.75,321.7,94,50,2.29
91.0000000000008,167.4,157.59,152.34,152.93,18.36,82.75,321.49,94,50.1,2.29
91.2000000000008,167.45,157.65,152.39,153.01,18.34,82.76,321.45,94,50.1,2.31
91.4000000000008,167.62,157.76,152.51,153.19,18.38,82.76,321.81,95,50.1,2.31
91.6000000000008,167.74,157.78,152.53,153.27,18.36,82.77,321.62,95,50.1,2.29
91.8000000000008,167.89,157.82,152.64,153.42,18.37,82.77,321.97,95,49.9,2.29
92.0000000000008,168.03,157.94,152.86,153.54,18.34,82.77,321.96,95,50,2.31
92.2000000000008,168.21,158.12,153.01,153.65,18.33,82.76,322.2,95,50,2.31
92.4000000000008,168.36,158.33,153.21,153.75,18.4,82.75,321.55,95,50.1,2.31
92.6000000000008,168.4,158.47,153.29,153.75,18.39,82.76,321.68,96,50.1,2.31
92.8000000000008,168.41,158.58,153.36,153.79,18.37,82.75,321.77,96,49.9,2.31
93.0000000000008,168.5,158.63,153.41,153.82,18.34,82.75,321.83,96,49.9,2.31
93.2000000000008,168.63,158.68,153.45,153.86,18.34,82.76,321.89,96,50,2.31
93.4000000000008,168.85,158.79,153.59,154.01,18.4,82.76,322.23,96,50,2.31
93.6000000000008,168.98,158.89,153.69,154.09,18.36,82.77,321.86,97,50,2.31
93.8000000000008,169.12,159.01,153.9,154.22,18.35,82.77,321.18,97,50,2.31
94.0000000000008,169.23,159.24,154.04,154.35,18.33,82.77,321.04,97,50,2.31
94.2000000000008,169.3,159.38,154.17,154.49,18.33,82.77,321.09,97,50.2,2.31
94.4000000000008,169.42,159.5,154.29,154.62,18.35,82.77,321.1,97,50.2,2.29
94.6000000000008,169.47,159.56,154.32,154.68,18.34,82.77,321.1,98,50.1,2.29
94.8000000000008,169.56,159.61,154.37,154.71,18.35,82.77,321.27,98,50,2.31
95.0000000000008,169.64,159.65,154.46,154.75,18.34,82.77,321.34,98,50,2.31
95.2000000000008,169.79,159.72,154.57,154.81,18.35,82.77,321.83,98,50,2.31
95.4000000000008,170,159.9,154.74,154.95,18.38,82.77,321.89,98,50,2.31
95.6000000000008,170.15,160.05,154.91,155.06,18.37,82.77,321.68,99,49.9,2.31
95.8000000000008,170.24,160.16,155.07,155.14,18.36,82.76,321.67,99,49.9,2.31
96.0000000000008,170.27,160.31,155.14,155.2,18.34,82.76,321.75,99,49.9,2.31
96.2000000000008,170.33,160.41,155.22,155.36,18.33,82.76,321.95,99,49.9,2.31
96.4000000000008,170.48,160.54,155.34,155.49,18.35,82.76,321.92,99,49.9,2.31
96.6000000000008,170.53,160.58,155.35,155.57,18.34,82.76,322.06,99,49.8,2.31
96.8000000000008,170.67,160.63,155.41,155.63,18.33,82.76,321.51,100,49.8,2.31
97.0000000000008,170.78,160.71,155.55,155.65,18.32,82.75,321.48,100,49.9,2.31
97.2000000000008,170.99,160.84,155.71,155.68,18.33,82.76,320.92,100,49.9,2.31
97.4000000000008,171.17,161.05,155.96,155.8,18.36,82.76,320.81,101,50,2.31
97.6000000000009,171.22,161.14,156.09,155.77,18.34,82.77,320.14,101,50,2.31
97.8000000000008,171.27,161.27,156.16,155.87,18.34,82.77,320.38,101,50,2.31
98.0000000000009,171.31,161.39,156.21,155.98,18.35,82.77,320.21,101,49.9,2.31
98.2000000000009,171.38,161.47,156.23,156.13,18.34,82.77,320.71,101,49.9,2.31
98.4000000000009,171.53,161.58,156.36,156.32,18.36,82.77,321.1,102,50.1,2.31
98.6000000000009,171.71,161.59,156.44,156.41,18.37,82.77,321.07,102,50.1,2.31
98.8000000000009,171.82,161.61,156.53,156.5,18.33,82.77,321.4,102,49.9,2.31
99.0000000000009,171.95,161.73,156.68,156.57,18.33,82.77,321.29,102,49.9,2.31
99.2000000000009,172.08,161.82,156.85,156.61,18.32,82.77,321.55,102,49.9,2.31
99.4000000000009,172.22,162.04,157.02,156.69,18.4,82.77,321.79,102,49.9,2.31
99.6000000000009,172.26,162.14,157.1,156.68,18.37,82.77,321.86,103,49.9,2.31
99.8000000000009,172.3,162.26,157.15,156.72,18.34,82.77,321.92,103,49.9,2.31
100.000000000001,172.34,162.37,157.2,156.8,18.34,82.77,321.45,103,49.9,2.31
100.200000000001,172.43,162.44,157.26,156.95,18.36,82.77,321.73,103,49.9,2.31
100.400000000001,172.67,162.53,157.4,157.13,18.39,82.77,321.58,103,50.1,2.31
100.600000000001,172.81,162.54,157.51,157.2,18.38,82.77,321.99,104,50.1,2.31
100.800000000001,172.88,162.57,157.61,157.32,18.36,82.77,322.12,104,49.9,2.31
101.000000000001,173.01,162.63,157.77,157.41,18.36,82.77,321.86,104,49.9,2.31
101.200000000001,173.11,162.74,157.94,157.52,18.34,82.77,322.19,104,50.1,2.31
101.400000000001,173.2,162.9,158.05,157.57,18.36,82.77,322.23,104,50.1,2.31
101.600000000001,173.23,163.09,158.11,157.62,18.34,82.77,322.24,105,50,2.31
101.800000000001,173.24,163.19,158.15,157.67,18.33,82.77,322.05,105,50,2.31
102.000000000001,173.3,163.29,158.19,157.68,18.32,82.77,321.99,105,49.9,2.31
102.200000000001,173.46,163.36,158.25,157.75,18.31,82.77,322.01,105,50.1,2.29
102.400000000001,173.68,163.46,158.39,157.92,18.36,82.77,321.81,105,50.1,2.29
102.600000000001,173.87,163.5,158.54,158.05,18.34,82.77,321.6,105,50.1,2.31
102.800000000001,173.93,163.55,158.64,158.21,18.36,82.77,321.59,106,50.1,2.29
103.000000000001,174.04,163.66,158.85,158.29,18.35,82.77,321.94,106,49.9,2.29
103.200000000001,174.11,163.75,158.96,158.4,18.34,82.77,321.97,106,49.9,2.29
103.400000000001,174.22,163.94,159.06,158.49,18.37,82.77,321.92,107,50,2.29
103.600000000001,174.23,164.1,159.1,158.53,18.34,82.77,322.2,107,50.1,2.31
103.800000000001,174.29,164.19,159.13,158.56,18.34,82.77,321.57,107,50.1,2.31
104.000000000001,174.33,164.3,159.16,158.6,18.34,82.77,321.72,107,50.1,2.29
104.200000000001,174.48,164.36,159.24,158.65,18.34,82.76,321.73,107,50.1,2.29
104.400000000001,174.67,164.44,159.39,158.79,18.36,82.74,322.29,108,50.1,2.29
104.600000000001,174.81,164.44,159.55,158.9,18.36,82.76,321.76,108,50.1,2.29
104.800000000001,174.93,164.51,159.68,158.97,18.36,82.76,321.49,108,50.1,2.29
105.000000000001,175.01,164.58,159.82,159.15,18.35,82.77,321.71,108,50.1,2.29
105.200000000001,175.1,164.65,159.95,159.28,18.35,82.77,321.74,108,50.1,2.29
105.400000000001,175.18,164.77,160.05,159.36,18.38,82.76,321.33,108,50.1,2.29
105.600000000001,175.18,164.93,160.08,159.43,18.36,82.75,321.35,109,50.1,2.29
105.800000000001,175.26,165.09,160.11,159.47,18.34,82.75,321.49,109,50.2,2.29
106.000000000001,175.41,165.19,160.14,159.52,18.35,82.76,321.91,109,50.2,2.29
106.200000000001,175.5,165.26,160.23,159.56,18.34,82.77,322,109,50.1,2.29
106.400000000001,175.73,165.34,160.38,159.66,18.36,82.76,321.64,109,50.2,2.29
106.600000000001,175.82,165.37,160.58,159.72,18.35,82.75,321.44,110,50.2,2.29
106.800000000001,175.94,165.4,160.73,159.81,18.35,82.76,321.81,110,50.1,2.29
107.000000000001,176.01,165.46,160.81,160.01,18.34,82.76,321.72,110,50.1,2.29
107.200000000001,176.06,165.54,160.92,160.14,18.32,82.77,321.31,110,50.1,2.29
107.400000000001,176.13,165.64,161.05,160.26,18.36,82.77,321.35,110,50.1,2.29
107.600000000001,176.14,165.78,161.05,160.33,18.35,82.77,321.45,111,50.2,2.29
107.800000000001,176.18,165.87,161.09,160.37,18.35,82.77,321.68,111,50,2.31
108.000000000001,176.26,166.03,161.19,160.42,18.33,82.77,321.94,111,50,2.31
108.200000000001,176.4,166.13,161.28,160.46,18.33,82.77,321.59,111,50.1,2.31
108.400000000001,176.6,166.21,161.48,160.53,18.38,82.77,322.16,112,50.1,2.31
108.600000000001,176.69,166.27,161.62,160.56,18.37,82.77,321.6,112,50.2,2.31
108.800000000001,176.84,166.3,161.73,160.6,18.37,82.77,321.73,112,50.2,2.31
109.000000000001,176.96,166.33,161.81,160.68,18.36,82.77,321.74,112,50,2.31
109.200000000001,176.99,166.38,161.91,160.81,18.33,82.77,322.06,112,50.1,2.31
109.400000000001,177.1,166.5,162.02,161,18.41,82.77,321.91,113,50.1,2.31
109.600000000001,177.1,166.57,162.03,161.11,18.37,82.77,321.9,113,50.2,2.31
109.800000000001,177.14,166.68,162.08,161.22,18.34,82.77,322.2,113,50.2,2.29
110.000000000001,177.24,166.75,162.15,161.3,18.32,82.77,322.03,113,50.1,2.29
110.200000000001,177.33,166.87,162.26,161.36,18.33,82.76,322.05,113,50.1,2.29
110.400000000001,177.54,167.03,162.43,161.43,18.37,82.75,321.81,114,50.1,2.29
110.600000000001,177.68,167.11,162.57,161.44,18.34,82.76,322.04,114,50.1,2.29
110.800000000001,177.75,167.2,162.74,161.46,18.36,82.77,322.38,114,50.1,2.29
111.000000000001,177.85,167.25,162.84,161.48,18.34,82.77,322.4,114,50.1,2.29
111.200000000001,177.94,167.27,162.89,161.55,18.35,82.77,322.25,114,50.1,2.29
111.400000000001,178.02,167.38,162.99,161.67,18.37,82.76,322.54,115,50,2.29
111.600000000001,178.03,167.38,163,161.8,18.34,82.76,322.84,115,50,2.31
111.800000000001,178.06,167.42,163.03,161.9,18.33,82.76,322.57,115,50.1,2.31
112.000000000001,178.11,167.48,163.07,162.04,18.35,82.77,322.19,115,50,2.29
112.200000000001,178.19,167.62,163.22,162.1,18.33,82.77,321.86,115,50,2.29
112.400000000001,178.35,167.77,163.39,162.27,18.37,82.77,322.22,115,50.2,2.29
112.600000000001,178.45,167.93,163.54,162.3,18.35,82.77,322.52,116,50.2,2.29
112.800000000001,178.65,168.04,163.69,162.35,18.33,82.77,322.56,116,50.2,2.29
113.000000000001,178.78,168.14,163.75,162.37,18.33,82.77,322.62,116,50.2,2.29
113.200000000001,178.84,168.17,163.83,162.41,18.33,82.77,322.31,116,50.1,2.29
113.400000000001,178.95,168.28,163.9,162.49,18.37,82.77,322.2,116,50.2,2.29
113.600000000001,178.94,168.27,163.92,162.53,18.35,82.77,321.55,117,50.2,2.29
113.800000000001,178.97,168.31,163.93,162.64,18.33,82.76,321.57,117,50.2,2.29
114.000000000001,179.03,168.33,163.95,162.7,18.34,82.75,321.76,117,50.2,2.29
114.200000000001,179.06,168.4,164.01,162.82,18.33,82.76,321.8,118,50.2,2.29
114.400000000001,179.21,168.54,164.11,163.02,18.39,82.77,321.83,118,50.2,2.29
114.600000000001,179.3,168.64,164.21,163.1,18.38,82.77,321.75,118,50.3,2.29
114.800000000001,179.47,168.81,164.35,163.19,18.33,82.77,321.87,118,50.3,2.29
115.000000000001,179.58,168.87,164.51,163.27,18.33,82.77,321.81,118,50.3,2.29
115.200000000001,179.68,169.04,164.64,163.29,18.34,82.77,322.42,118,50.1,2.29
115.400000000001,179.82,169.13,164.77,163.36,18.36,82.77,321.98,119,50.1,2.29
115.600000000001,179.87,169.16,164.83,163.38,18.35,82.77,321.33,119,50.1,2.29
115.800000000001,179.93,169.19,164.88,163.4,18.36,82.77,321.33,119,50.1,2.29
116.000000000001,179.95,169.2,164.91,163.45,18.35,82.75,321.05,119,50.4,2.29
116.200000000001,180,169.27,164.94,163.57,18.34,82.76,321.29,119,50.3,2.29
116.400000000001,180.1,169.38,165.02,163.69,18.36,82.76,321.43,120,50.3,2.29
116.600000000001,180.2,169.44,165.08,163.81,18.34,82.76,321.31,120,50.3,2.29
116.800000000001,180.25,169.52,165.14,163.81,18.33,82.77,321.56,120,50.3,2.29
117.000000000001,180.41,169.66,165.37,163.97,18.34,82.77,321.45,120,50.3,2.29
117.200000000001,180.56,169.77,165.53,164.12,18.34,82.77,321.04,120,50.3,2.29
117.400000000001,180.66,169.91,165.66,164.16,18.36,82.77,321.6,121,50.2,2.29
117.600000000001,180.76,170.02,165.73,164.24,18.34,82.77,322.1,121,50.2,2.29
117.800000000001,180.84,170.08,165.79,164.27,18.34,82.77,322.46,121,50.3,2.29
118.000000000001,180.89,170.12,165.82,164.29,18.33,82.77,322.52,121,50.3,2.29
118.200000000001,180.97,170.21,165.87,164.37,18.37,82.75,322.14,121,50.3,2.29
118.400000000001,181.02,170.24,165.94,164.38,18.34,82.75,322.38,121,50.1,2.29
118.600000000001,181.07,170.22,165.96,164.42,18.36,82.74,322.35,122,50.1,2.29
118.800000000001,181.18,170.26,166.07,164.49,18.32,82.75,321.93,122,50.3,2.29
119.000000000001,181.28,170.37,166.13,164.53,18.34,82.75,320,122,50.3,2.18
119.200000000001,181.41,170.5,166.25,164.64,18.35,82.76,317.45,123,39.2,2.18
